text,label
"memang Kurir-nya kreatif.","Positif"
"Makanan di sini berkelas banget!","Positif"
"Gak nyangka Makanan-nya bakal usang gini.","Negatif"
"serius Jam tangan-nya tertata.","Positif"
"Selimut di sini premium akhirnya!","Positif"
"Kamera gagal sungguh, kecewa.","Negatif"
"Keyboard di sini inovatif ternyata!","Positif"
"Produk sedang-sedang saja sih menurutku.","Netral"
"Kulkas cukup membantu sih menurutku.","Netral"
"Parkir di sini keren banget tadinya!","Positif"
"Fitur seram banget, kecewa.","Negatif"
"Musik angker dijamin, kecewa.","Negatif"
"Dinding kasar jujur, kecewa.","Negatif"
"AC palsu asli, kecewa.","Negatif"
"Gak nyangka Wifi-nya bakal pengap gini.","Negatif"
"Lampu cacat pokoknya, kecewa.","Negatif"
"ternyata Kualitas-nya bersih.","Positif"
"Buat Kualitas-nya cukup ramah, gak lebih.","Netral"
"Tombol gelap pasti, kecewa.","Negatif"
"sekali Produk-nya mewah.","Positif"
"Selimut pengap pokoknya, kecewa.","Negatif"
"Suasana kampungan nyata, kecewa.","Negatif"
"Gak nyangka Warna-nya bakal sempit gini.","Negatif"
"Ukuran sesuai deskripsi sih menurutku.","Netral"
"Remote kotor asli, kecewa.","Negatif"
"Guling sangat mengecewakan jelas, kecewa.","Negatif"
"Lobby aneh beneran, kecewa.","Negatif"
"Buat Tablet-nya cukup tenang, gak lebih.","Netral"
"Tiket terlalu biasa sih menurutku.","Netral"
"Shower berantakan jelas, kecewa.","Negatif"
"Gak nyangka Handuk-nya bakal kasar gini.","Negatif"
"Handuk bisa dimaklumi sih menurutku.","Netral"
"jujur Security-nya elegan.","Positif"
"Gak nyangka Taman-nya bakal jelek gini.","Negatif"
"Laptop cukup baik sih menurutku.","Netral"
"Gak nyangka Admin-nya bakal sangat mengecewakan gini.","Negatif"
"Pelayanan di sini berkelas serius!","Positif"
"Headset membosankan yakin, kecewa.","Negatif"
"Jam tangan di sini nyaman sumpah!","Positif"
"Buat Pelayan-nya terlalu biasa, gak lebih.","Netral"
"Guling di sini juara tadinya!","Positif"
"Buat Loading-nya cukup nyaman, gak lebih.","Netral"
"Gak nyangka Pelayan-nya bakal berantakan gini.","Negatif"
"Musik kasar nyata, kecewa.","Negatif"
"Gak nyangka Pengiriman-nya bakal mahal gini.","Negatif"
"Selimut cukup nyaman sih menurutku.","Netral"
"Gak nyangka Kamar-nya bakal tidak sesuai gini.","Negatif"
"Buat Game-nya cukup cepat, gak lebih.","Netral"
"Parkir cukup terang sih menurutku.","Netral"
"Tombol di sini steril tentu!","Positif"
"Pelayan di sini indah tentu!","Positif"
"sumpah Kuota-nya indah.","Positif"
"AC bisa dimaklumi sih menurutku.","Netral"
"Admin rusak tentu, kecewa.","Negatif"
"Buat Ukuran-nya terlalu biasa, gak lebih.","Netral"
"Ukuran di sini steril banget!","Positif"
"Guling buruk sekali sekali, kecewa.","Negatif"
"Website penipuan yakin, kecewa.","Negatif"
"Makanan cukup dingin sih menurutku.","Netral"
"sekali Tempat-nya bersih.","Positif"
"Pengiriman cukup lengkap sih menurutku.","Netral"
"Gak nyangka Lantai-nya bakal menjijikkan gini.","Negatif"
"Buat Wastafel-nya terlalu biasa, gak lebih.","Netral"
"Gak nyangka Staff-nya bakal parah gini.","Negatif"
"Buat Website-nya cukup nyaman, gak lebih.","Netral"
"Buat Sabun-nya cukup memadai, gak lebih.","Netral"
"Gak nyangka Kuota-nya bakal palsu gini.","Negatif"
"Kamar buruk sekali ternyata, kecewa.","Negatif"
"Handuk cukup aman sih menurutku.","Netral"
"Sinyal lelet tentu, kecewa.","Negatif"
"awalnya Resepsionis-nya kreatif.","Positif"
"Buat Pengiriman-nya average, gak lebih.","Netral"
"Spa di sini mewah jelas!","Positif"
"Hotel berdebu jelas, kecewa.","Negatif"
"tadinya Ukuran-nya nyaman.","Positif"
"Buat Wastafel-nya bisa dimaklumi, gak lebih.","Netral"
"Gak nyangka Monitor-nya bakal membingungkan gini.","Negatif"
"Buat Resepsionis-nya normal, gak lebih.","Netral"
"Staff sesuai harga sih menurutku.","Netral"
"Aplikasi not bad sih menurutku.","Netral"
"Buat Tiket-nya cukup aman, gak lebih.","Netral"
"HP norak serius, kecewa.","Negatif"
"Gak nyangka AC-nya bakal parah gini.","Negatif"
"Jendela di sini instagramable sungguh!","Positif"
"Parkir mahal pokoknya, kecewa.","Negatif"
"Game seperti biasa sih menurutku.","Netral"
"tentu Film-nya terawat.","Positif"
"Sprei di sini indah akhirnya!","Positif"
"Buat Suasana-nya seperti biasa, gak lebih.","Netral"
"Gak nyangka Dinding-nya bakal berantakan gini.","Negatif"
"Lobby di sini damai dijamin!","Positif"
"Buat Produk-nya cukup cepat, gak lebih.","Netral"
"sekali Sinyal-nya estetik.","Positif"
"Buat Gas-nya normal, gak lebih.","Netral"
"jelas Kursi-nya unik.","Positif"
"Website merugikan pasti, kecewa.","Negatif"
"Lampu di sini mudah digunakan jujur!","Positif"
"Hotel tidak ada yang spesial sih menurutku.","Netral"
"Keyboard panas asli, kecewa.","Negatif"
"Buat Lobby-nya masih oke, gak lebih.","Netral"
"Antrian normal sih menurutku.","Netral"
"Buat Guling-nya cukup luas, gak lebih.","Netral"
"pastinya Meja-nya steril.","Positif"
"Gak nyangka Celana-nya bakal lebay gini.","Negatif"
"Monitor di sini higienis pasti!","Positif"
"TV lebay sungguh, kecewa.","Negatif"
"Satpam jelek yakin, kecewa.","Negatif"
"dijamin Tombol-nya worth it.","Positif"
"rupanya Hotel-nya indah.","Positif"
"Gak nyangka Resepsionis-nya bakal seram gini.","Negatif"
"Kamar mandi gelap sumpah, kecewa.","Negatif"
"Minuman sempit tentu, kecewa.","Negatif"
"Buat Celana-nya standar, gak lebih.","Netral"
"Laptop gagal yakin, kecewa.","Negatif"
"Gak nyangka Kolam-nya bakal palsu gini.","Negatif"
"rupanya Bahan-nya damai.","Positif"
"Koki di sini fotogenik pastinya!","Positif"
"Gak nyangka Kasir-nya bakal pengap gini.","Negatif"
"Jam tangan cukup responsif sih menurutku.","Netral"
"pasti Loading-nya mudah digunakan.","Positif"
"Gak nyangka Gym-nya bakal tidak sesuai gini.","Negatif"
"Keyboard hancur asli, kecewa.","Negatif"
"Guling perlu ditingkatkan sih menurutku.","Netral"
"dijamin Kamar mandi-nya rapi.","Positif"
"Gak nyangka Lift-nya bakal norak gini.","Negatif"
"Buat Sampo-nya agak kurang, gak lebih.","Netral"
"Gak nyangka Website-nya bakal cacat gini.","Negatif"
"Tiket normal sih menurutku.","Netral"
"sekali Listrik-nya cepat.","Positif"
"Gak nyangka Toilet-nya bakal jadul gini.","Negatif"
"Handuk di sini sangat membantu serius!","Positif"
"Kuota rusak benar-benar, kecewa.","Negatif"
"Gak nyangka Sinyal-nya bakal tidak layak gini.","Negatif"
"Monitor tidak layak yakin, kecewa.","Negatif"
"Gak nyangka Admin-nya bakal menjijikkan gini.","Negatif"
"Laptop cukup bersih sih menurutku.","Netral"
"dijamin Musik-nya rapi.","Positif"
"Kamar average sih menurutku.","Netral"
"memang Kualitas-nya recommended.","Positif"
"Gak nyangka Kasur-nya bakal kusam gini.","Negatif"
"Printer di sini inovatif rupanya!","Positif"
"sekali Kamar mandi-nya kreatif.","Positif"
"Kasir seram dijamin, kecewa.","Negatif"
"Lampu angker jelas, kecewa.","Negatif"
"banget Bahan-nya worth it.","Positif"
"Listrik palsu nyata, kecewa.","Negatif"
"tentu Produk-nya indah.","Positif"
"Admin di sini indah jujur!","Positif"
"ternyata Odol-nya fotogenik.","Positif"
"Buat Kurir-nya not bad, gak lebih.","Netral"
"AC berisik jelas, kecewa.","Negatif"
"Loading bisa dimaklumi sih menurutku.","Netral"
"Buat Parkiran-nya average, gak lebih.","Netral"
"Buat Sprei-nya not bad, gak lebih.","Netral"
"Gak nyangka Harga-nya bakal jadul gini.","Negatif"
"Gak nyangka Remote-nya bakal sangat mengecewakan gini.","Negatif"
"Minuman di sini mudah digunakan dijamin!","Positif"
"Gak nyangka AC-nya bakal ribet gini.","Negatif"
"awalnya Kualitas-nya worth it.","Positif"
"Aplikasi di sini luas asli!","Positif"
"Website usang ternyata, kecewa.","Negatif"
"Wastafel di sini kreatif sekali!","Positif"
"Buat Selimut-nya sedang-sedang saja, gak lebih.","Netral"
"Pulsa not bad sih menurutku.","Netral"
"sumpah Printer-nya bersih.","Positif"
"Gak nyangka Kolam-nya bakal bikin emosi gini.","Negatif"
"Gak nyangka Tas-nya bakal penipuan gini.","Negatif"
"benar-benar Lift-nya luar biasa.","Positif"
"Staff sesuai deskripsi sih menurutku.","Netral"
"sekali Bantal-nya elegan.","Positif"
"Wastafel di sini tenang tadinya!","Positif"
"Air cukup ramah sih menurutku.","Netral"
"jujur Toilet-nya premium.","Positif"
"sungguh Buku-nya patut dicoba.","Positif"
"Film standar pabrik sih menurutku.","Netral"
"banget Film-nya steril.","Positif"
"Koneksi norak dijamin, kecewa.","Negatif"
"ternyata Mouse-nya cepat.","Positif"
"Meja di sini aman benar-benar!","Positif"
"Buat Admin-nya standar, gak lebih.","Netral"
"Buat Kasir-nya biasa saja, gak lebih.","Netral"
"Air di sini nyaman pasti!","Positif"
"Kipas di sini unik pastinya!","Positif"
"Gak nyangka Admin-nya bakal berdebu gini.","Negatif"
"Kamar di sini kreatif tadinya!","Positif"
"Buat Kurir-nya lumayan, gak lebih.","Netral"
"tadinya Headset-nya fotogenik.","Positif"
"dijamin Antrian-nya sejuk.","Positif"
"Spa di sini harum sumpah!","Positif"
"Film cukup sih menurutku.","Netral"
"jelas Bahan-nya terbaik.","Positif"
"Laptop di sini higienis jelas!","Positif"
"Buat Kualitas-nya cukup luas, gak lebih.","Netral"
"Sampo di sini sangat memuaskan rupanya!","Positif"
"Loading cukup baik sih menurutku.","Netral"
"awalnya Tombol-nya indah.","Positif"
"Gak nyangka Bensin-nya bakal lelet gini.","Negatif"
"beneran Harga-nya steril.","Positif"
"banget Headset-nya mudah digunakan.","Positif"
"pasti Hotel-nya luar biasa.","Positif"
"Shower di sini estetik memang!","Positif"
"Gak nyangka Keyboard-nya bakal buruk sekali gini.","Negatif"
"Gak nyangka Kamar-nya bakal palsu gini.","Negatif"
"Bantal aneh sungguh, kecewa.","Negatif"
"Tiket berantakan tentu, kecewa.","Negatif"
"Aplikasi bisa dimaklumi sih menurutku.","Netral"
"AC average sih menurutku.","Netral"
"Gak nyangka Parkir-nya bakal menjijikkan gini.","Negatif"
"awalnya Resepsionis-nya estetik.","Positif"
"Buat Tiket-nya terlalu biasa, gak lebih.","Netral"
"Warna di sini juara pastinya!","Positif"
"rupanya Parkir-nya indah.","Positif"
"pastinya Tablet-nya luas.","Positif"
"Harga di sini recommended memang!","Positif"
"Buat Baju-nya cukup baik, gak lebih.","Netral"
"Tablet tidak layak benar-benar, kecewa.","Negatif"
"Kamar di sini keren banget sumpah!","Positif"
"Gak nyangka Minuman-nya bakal susah gini.","Negatif"
"Buat Baterai-nya sesuai harga, gak lebih.","Netral"
"Minuman penipuan awalnya, kecewa.","Negatif"
"Odol kusam nyata, kecewa.","Negatif"
"Gym jelek beneran, kecewa.","Negatif"
"Buat Handuk-nya sedang-sedang saja, gak lebih.","Netral"
"Buat Mouse-nya sesuai harga, gak lebih.","Netral"
"Bantal sesuai harga sih menurutku.","Netral"
"Suasana di sini elegan asli!","Positif"
"benar-benar Pelayan-nya aman.","Positif"
"Listrik lebay sekali, kecewa.","Negatif"
"Buat Scanner-nya cukup luas, gak lebih.","Netral"
"Laptop berisik sungguh, kecewa.","Negatif"
"asli Tiket-nya aman.","Positif"
"Guling cukup responsif sih menurutku.","Netral"
"Buat Produk-nya seperti biasa, gak lebih.","Netral"
"Gak nyangka Monitor-nya bakal menjijikkan gini.","Negatif"
"Buat Kualitas-nya cukup tenang, gak lebih.","Netral"
"akhirnya Sepatu-nya luas.","Positif"
"pasti Sabun-nya indah.","Positif"
"Satpam lumayan sih menurutku.","Netral"
"Gak nyangka Lampu-nya bakal bau gini.","Negatif"
"asli Remote-nya nyaman.","Positif"
"Sikat gigi aneh asli, kecewa.","Negatif"
"memang Website-nya modern.","Positif"
"Gak nyangka Antrian-nya bakal jorok gini.","Negatif"
"jujur Sinyal-nya damai.","Positif"
"Gak nyangka Pulsa-nya bakal lambat gini.","Negatif"
"Tiket di sini indah benar-benar!","Positif"
"Game di sini mantap beneran!","Positif"
"Buat Pulsa-nya agak kurang, gak lebih.","Netral"
"memang Musik-nya terawat.","Positif"
"Gak nyangka Dinding-nya bakal kasar gini.","Negatif"
"nyata Tablet-nya unik.","Positif"
"rupanya Kasur-nya mantap.","Positif"
"Gak nyangka Selimut-nya bakal kusam gini.","Negatif"
"Kursi kampungan jujur, kecewa.","Negatif"
"Buat Kursi-nya cukup bersih, gak lebih.","Netral"
"Parkir di sini terbaik banget!","Positif"
"sungguh Printer-nya estetik.","Positif"
"Tiket rusak beneran, kecewa.","Negatif"
"Admin di sini canggih banget!","Positif"
"Jam tangan rusak banget, kecewa.","Negatif"
"Gas alay tadinya, kecewa.","Negatif"
"Gak nyangka Toilet-nya bakal angker gini.","Negatif"
"Gak nyangka Scanner-nya bakal lelet gini.","Negatif"
"tadinya Kamera-nya oke punya.","Positif"
"Buat Monitor-nya cukup dingin, gak lebih.","Netral"
"jujur Desain-nya instagramable.","Positif"
"Supir di sini sangat memuaskan akhirnya!","Positif"
"Sikat gigi lelet yakin, kecewa.","Negatif"
"Lobby seram asli, kecewa.","Negatif"
"Kamar di sini recommended akhirnya!","Positif"
"Bensin mahal asli, kecewa.","Negatif"
"Selimut di sini fotogenik nyata!","Positif"
"Kulkas kasar akhirnya, kecewa.","Negatif"
"akhirnya Antrian-nya canggih.","Positif"
"Sprei di sini harum pokoknya!","Positif"
"Gak nyangka Lemari-nya bakal alay gini.","Negatif"
"Makanan berkarat pastinya, kecewa.","Negatif"
"Gak nyangka Kipas-nya bakal berisik gini.","Negatif"
"Kamar mandi di sini modern pokoknya!","Positif"
"dijamin Spa-nya fotogenik.","Positif"
"Buat Shower-nya sedang-sedang saja, gak lebih.","Netral"
"Gak nyangka Hotel-nya bakal merugikan gini.","Negatif"
"Gak nyangka Scanner-nya bakal kotor gini.","Negatif"
"Gak nyangka Staff-nya bakal alay gini.","Negatif"
"benar-benar HP-nya fotogenik.","Positif"
"Gak nyangka Kurir-nya bakal menjijikkan gini.","Negatif"
"Gak nyangka Suasana-nya bakal menjijikkan gini.","Negatif"
"Website di sini premium rupanya!","Positif"
"Koki susah sungguh, kecewa.","Negatif"
"Gak nyangka Lampu-nya bakal palsu gini.","Negatif"
"Buat Tiket-nya cukup aman, gak lebih.","Netral"
"Gak nyangka Produk-nya bakal susah gini.","Negatif"
"Gak nyangka Kasur-nya bakal lebay gini.","Negatif"
"Toilet cukup dingin sih menurutku.","Netral"
"pasti Tangga-nya indah.","Positif"
"Gym di sini nyaman pastinya!","Positif"
"benar-benar Jendela-nya higienis.","Positif"
"Buat Mouse-nya cukup responsif, gak lebih.","Netral"
"Parkir sedang-sedang saja sih menurutku.","Netral"
"Admin di sini bikin nagih tadinya!","Positif"
"Kurir cukup aman sih menurutku.","Netral"
"Buat Baterai-nya masih oke, gak lebih.","Netral"
"Bahan kusam banget, kecewa.","Negatif"
"Parkir di sini responsif dijamin!","Positif"
"Baterai di sini harum rupanya!","Positif"
"Kolam sedang-sedang saja sih menurutku.","Netral"
"Gak nyangka Warna-nya bakal berisik gini.","Negatif"
"Gak nyangka Pengiriman-nya bakal membingungkan gini.","Negatif"
"Kipas lambat beneran, kecewa.","Negatif"
"Buat Film-nya cukup nyaman, gak lebih.","Netral"
"Lantai sesuai deskripsi sih menurutku.","Netral"
"Makanan cukup terang sih menurutku.","Netral"
"Kursi di sini higienis dijamin!","Positif"
"Antrian parah jelas, kecewa.","Negatif"
"serius Kamar-nya rapi.","Positif"
"Tas kuno tentu, kecewa.","Negatif"
"jujur Security-nya mantap.","Positif"
"Kamar cukup baik sih menurutku.","Netral"
"Kualitas tidak layak pasti, kecewa.","Negatif"
"Bantal di sini worth it sungguh!","Positif"
"Gym aneh tentu, kecewa.","Negatif"
"Atap jelek pokoknya, kecewa.","Negatif"
"Aplikasi cukup panas sih menurutku.","Netral"
"Headset lelet tentu, kecewa.","Negatif"
"Kasur seperti biasa sih menurutku.","Netral"
"Gak nyangka Guling-nya bakal menjijikkan gini.","Negatif"
"jujur Sinyal-nya elegan.","Positif"
"Laptop di sini keren banget sungguh!","Positif"
"Gak nyangka Aplikasi-nya bakal aneh gini.","Negatif"
"Film aneh pastinya, kecewa.","Negatif"
"pastinya Desain-nya tertata.","Positif"
"Spa cukup memadai sih menurutku.","Netral"
"benar-benar Interface-nya lega.","Positif"
"Tempat sedang-sedang saja sih menurutku.","Netral"
"Produk standar sih menurutku.","Netral"
"yakin Kurir-nya elegan.","Positif"
"asli Resepsionis-nya elegan.","Positif"
"Gak nyangka Kamera-nya bakal gagal gini.","Negatif"
"beneran Desain-nya berkelas.","Positif"
"Tas sesuai deskripsi sih menurutku.","Netral"
"pokoknya Sampo-nya mudah digunakan.","Positif"
"Buat Dinding-nya terlalu biasa, gak lebih.","Netral"
"Parkiran cukup membantu sih menurutku.","Netral"
"Gak nyangka Taman-nya bakal parah gini.","Negatif"
"HP cukup terang sih menurutku.","Netral"
"Bensin kasar pokoknya, kecewa.","Negatif"
"AC berantakan pastinya, kecewa.","Negatif"
"rupanya Scanner-nya luas.","Positif"
"Buat Tas-nya standar, gak lebih.","Netral"
"Baterai di sini mewah jujur!","Positif"
"Film membingungkan sumpah, kecewa.","Negatif"
"Buku agak kurang sih menurutku.","Netral"
"Scanner cukup cepat sih menurutku.","Netral"
"Buat Kasur-nya cukup aman, gak lebih.","Netral"
"Buat Bantal-nya bisa dimaklumi, gak lebih.","Netral"
"Meja usang pastinya, kecewa.","Negatif"
"Sinyal di sini harum beneran!","Positif"
"Buku berkarat serius, kecewa.","Negatif"
"Makanan normal sih menurutku.","Netral"
"Buat Loading-nya cukup responsif, gak lebih.","Netral"
"Film perlu ditingkatkan sih menurutku.","Netral"
"pokoknya Tangga-nya recommended.","Positif"
"Desain cukup terang sih menurutku.","Netral"
"Tangga di sini ramah jujur!","Positif"
"Taman aneh serius, kecewa.","Negatif"
"Admin normal sih menurutku.","Netral"
"Koki di sini luas serius!","Positif"
"Headset lebay serius, kecewa.","Negatif"
"Produk susah memang, kecewa.","Negatif"
"Supir rusak jujur, kecewa.","Negatif"
"banget Game-nya bersih.","Positif"
"Handuk alay jelas, kecewa.","Negatif"
"Kursi kampungan ternyata, kecewa.","Negatif"
"Buat Odol-nya sedang-sedang saja, gak lebih.","Netral"
"Buat Pintu-nya bisa dimaklumi, gak lebih.","Netral"
"Gak nyangka Kualitas-nya bakal norak gini.","Negatif"
"Gak nyangka Kurir-nya bakal gagal gini.","Negatif"
"Buat Pengiriman-nya cukup nyaman, gak lebih.","Netral"
"Buat Shower-nya cukup cepat, gak lebih.","Netral"
"Sinyal biasa saja sih menurutku.","Netral"
"Gak nyangka Warna-nya bakal hancur gini.","Negatif"
"Gak nyangka Lampu-nya bakal kampungan gini.","Negatif"
"yakin Scanner-nya inovatif.","Positif"
"Monitor di sini elegan ternyata!","Positif"
"Gak nyangka Resepsionis-nya bakal rusak gini.","Negatif"
"Sepatu jadul tentu, kecewa.","Negatif"
"sumpah Hotel-nya worth it.","Positif"
"Antrian berantakan tentu, kecewa.","Negatif"
"banget AC-nya canggih.","Positif"
"TV kusam asli, kecewa.","Negatif"
"Buku gelap rupanya, kecewa.","Negatif"
"Meja cukup responsif sih menurutku.","Netral"
"Kamar di sini inovatif sumpah!","Positif"
"Sepatu standar sih menurutku.","Netral"
"Buat Tangga-nya cukup dingin, gak lebih.","Netral"
"Kasir perlu ditingkatkan sih menurutku.","Netral"
"Gak nyangka Minuman-nya bakal jorok gini.","Negatif"
"Sampo kampungan tentu, kecewa.","Negatif"
"Wifi lelet jujur, kecewa.","Negatif"
"Buat Guling-nya lumayan, gak lebih.","Netral"
"Dinding kampungan memang, kecewa.","Negatif"
"Lift panas sungguh, kecewa.","Negatif"
"Buat Celana-nya cukup tenang, gak lebih.","Netral"
"pasti Sinyal-nya mewah.","Positif"
"Sikat gigi lumayan sih menurutku.","Netral"
"Gak nyangka Pengiriman-nya bakal norak gini.","Negatif"
"Buat Kualitas-nya terlalu biasa, gak lebih.","Netral"
"Buat Hotel-nya tidak ada yang spesial, gak lebih.","Netral"
"Gak nyangka Website-nya bakal membosankan gini.","Negatif"
"Produk kusam benar-benar, kecewa.","Negatif"
"Buat Celana-nya sesuai harga, gak lebih.","Netral"
"Gak nyangka Dinding-nya bakal panas gini.","Negatif"
"Buat Handuk-nya cukup aman, gak lebih.","Netral"
"Pintu di sini instagramable beneran!","Positif"
"Tangga di sini mewah serius!","Positif"
"Security standar sih menurutku.","Netral"
"sumpah Laptop-nya higienis.","Positif"
"Buat Kolam-nya cukup nyaman, gak lebih.","Netral"
"asli Jam tangan-nya damai.","Positif"
"pokoknya Celana-nya keren banget.","Positif"
"Gym kuno serius, kecewa.","Negatif"
"Staff angker benar-benar, kecewa.","Negatif"
"Guling terlalu biasa sih menurutku.","Netral"
"yakin Taman-nya recommended.","Positif"
"Lift average sih menurutku.","Netral"
"sekali AC-nya kreatif.","Positif"
"Kasur di sini mudah digunakan banget!","Positif"
"Gak nyangka Kipas-nya bakal tidak layak gini.","Negatif"
"yakin Minuman-nya estetik.","Positif"
"Dinding norak tadinya, kecewa.","Negatif"
"Bantal jorok nyata, kecewa.","Negatif"
"Odol berkarat pasti, kecewa.","Negatif"
"awalnya Wifi-nya recommended.","Positif"
"Buat Admin-nya cukup, gak lebih.","Netral"
"Buat Listrik-nya average, gak lebih.","Netral"
"Buat Gas-nya cukup dingin, gak lebih.","Netral"
"Dinding average sih menurutku.","Netral"
"Lemari seperti biasa sih menurutku.","Netral"
"Tas aneh pastinya, kecewa.","Negatif"
"Buat Supir-nya average, gak lebih.","Netral"
"Gak nyangka Lantai-nya bakal menjijikkan gini.","Negatif"
"Gak nyangka Minuman-nya bakal usang gini.","Negatif"
"Gak nyangka Sprei-nya bakal susah gini.","Negatif"
"Gak nyangka Mouse-nya bakal pengap gini.","Negatif"
"Tangga di sini sangat memuaskan memang!","Positif"
"AC berantakan benar-benar, kecewa.","Negatif"
"Satpam cukup tenang sih menurutku.","Netral"
"Tiket cukup baik sih menurutku.","Netral"
"Kamera di sini instagramable jujur!","Positif"
"TV bisa dimaklumi sih menurutku.","Netral"
"Gak nyangka Tombol-nya bakal berisik gini.","Negatif"
"Gak nyangka Security-nya bakal hancur gini.","Negatif"
"akhirnya HP-nya ramah.","Positif"
"memang Dinding-nya modern.","Positif"
"Minuman di sini juara memang!","Positif"
"Produk cukup ramah sih menurutku.","Netral"
"Kursi cukup dingin sih menurutku.","Netral"
"Pelayan di sini juara rupanya!","Positif"
"Mouse cukup terang sih menurutku.","Netral"
"nyata Game-nya tenang.","Positif"
"Koneksi di sini damai jelas!","Positif"
"Musik susah sekali, kecewa.","Negatif"
"Gak nyangka Makanan-nya bakal jadul gini.","Negatif"
"Gak nyangka Koki-nya bakal membosankan gini.","Negatif"
"Gak nyangka Sikat gigi-nya bakal kasar gini.","Negatif"
"banget Kasir-nya luar biasa.","Positif"
"Buat Musik-nya cukup nyaman, gak lebih.","Netral"
"Monitor di sini tenang rupanya!","Positif"
"Gak nyangka Tempat-nya bakal kampungan gini.","Negatif"
"Gak nyangka Guling-nya bakal kotor gini.","Negatif"
"Keyboard biasa saja sih menurutku.","Netral"
"Kamar mandi kuno awalnya, kecewa.","Negatif"
"Gak nyangka Pelayanan-nya bakal kotor gini.","Negatif"
"pasti Jendela-nya aman.","Positif"
"nyata Lantai-nya ramah.","Positif"
"Gak nyangka Selimut-nya bakal parah gini.","Negatif"
"benar-benar Kolam-nya bersih.","Positif"
"Buat Minuman-nya cukup baik, gak lebih.","Netral"
"nyata Atap-nya mewah.","Positif"
"Buat Jendela-nya average, gak lebih.","Netral"
"Gym di sini mantap serius!","Positif"
"Gak nyangka Loading-nya bakal tidak sesuai gini.","Negatif"
"Atap panas sekali, kecewa.","Negatif"
"Gak nyangka Bahan-nya bakal sangat mengecewakan gini.","Negatif"
"Celana di sini ramah benar-benar!","Positif"
"Gak nyangka Bantal-nya bakal pengap gini.","Negatif"
"Listrik di sini premium nyata!","Positif"
"Tablet kampungan pastinya, kecewa.","Negatif"
"Antrian di sini higienis tentu!","Positif"
"Admin jorok beneran, kecewa.","Negatif"
"Buat Bantal-nya cukup dingin, gak lebih.","Netral"
"Gak nyangka Tangga-nya bakal buruk sekali gini.","Negatif"
"Kipas agak kurang sih menurutku.","Netral"
"Buat Tempat-nya sesuai harga, gak lebih.","Netral"
"Gak nyangka Tablet-nya bakal susah gini.","Negatif"
"Buat Toilet-nya cukup, gak lebih.","Netral"
"dijamin Air-nya bikin nagih.","Positif"
"Buat Tas-nya normal, gak lebih.","Netral"
"Kipas cukup memadai sih menurutku.","Netral"
"Printer masih oke sih menurutku.","Netral"
"Harga tidak ada yang spesial sih menurutku.","Netral"
"Tiket mahal yakin, kecewa.","Negatif"
"Hotel lebay nyata, kecewa.","Negatif"
"Buat Scanner-nya terlalu biasa, gak lebih.","Netral"
"Gak nyangka Kulkas-nya bakal parah gini.","Negatif"
"Buat Sinyal-nya cukup responsif, gak lebih.","Netral"
"Buat Musik-nya sesuai deskripsi, gak lebih.","Netral"
"Buat Warna-nya cukup aman, gak lebih.","Netral"
"Buat Admin-nya sesuai deskripsi, gak lebih.","Netral"
"Atap standar pabrik sih menurutku.","Netral"
"Security lumayan sih menurutku.","Netral"
"Buat Jam tangan-nya cukup membantu, gak lebih.","Netral"
"asli Lift-nya luar biasa.","Positif"
"asli Security-nya higienis.","Positif"
"Desain kusam memang, kecewa.","Negatif"
"Buat Dinding-nya cukup cepat, gak lebih.","Netral"
"Gak nyangka Loading-nya bakal kasar gini.","Negatif"
"Staff kasar pasti, kecewa.","Negatif"
"Toilet di sini instagramable sekali!","Positif"
"Gak nyangka Harga-nya bakal bikin emosi gini.","Negatif"
"Kualitas mahal nyata, kecewa.","Negatif"
"Kolam cacat jelas, kecewa.","Negatif"
"Kamar ribet pasti, kecewa.","Negatif"
"jujur Film-nya unik.","Positif"
"pastinya Produk-nya fotogenik.","Positif"
"Kasur di sini indah tentu!","Positif"
"Resepsionis berisik ternyata, kecewa.","Negatif"
"rupanya Odol-nya canggih.","Positif"
"pasti Pintu-nya mewah.","Positif"
"Kipas aneh awalnya, kecewa.","Negatif"
"Taman aneh beneran, kecewa.","Negatif"
"Kualitas cukup cepat sih menurutku.","Netral"
"Gak nyangka Sampo-nya bakal usang gini.","Negatif"
"Buat Air-nya standar pabrik, gak lebih.","Netral"
"jelas Tangga-nya kreatif.","Positif"
"Admin menjijikkan nyata, kecewa.","Negatif"
"Wifi di sini fotogenik jujur!","Positif"
"Sikat gigi cukup cepat sih menurutku.","Netral"
"Game perlu ditingkatkan sih menurutku.","Netral"
"Tas di sini keren banget tentu!","Positif"
"Supir lambat awalnya, kecewa.","Negatif"
"dijamin Koki-nya kreatif.","Positif"
"beneran Sampo-nya aman.","Positif"
"tentu Tablet-nya estetik.","Positif"
"Gak nyangka Pintu-nya bakal panas gini.","Negatif"
"Buat Mouse-nya cukup responsif, gak lebih.","Netral"
"Tiket tidak sesuai banget, kecewa.","Negatif"
"Kamar mandi sempit nyata, kecewa.","Negatif"
"Bahan cukup responsif sih menurutku.","Netral"
"Handuk bisa dimaklumi sih menurutku.","Netral"
"pastinya Tempat-nya instagramable.","Positif"
"Interface di sini terawat pasti!","Positif"
"Tombol hancur sekali, kecewa.","Negatif"
"Minuman cacat sungguh, kecewa.","Negatif"
